../../convertool/bin/convertool ../../data/data_20240527.csv rinput.csv d!- 2021-01-01 2022-12-31 60 69 5 
version 2.0
Usage convertool input output whattodo(DVRW) firstdate(rrrr-mm-dd) lastdate(rrrr-mm-dd) [minage maxage everyn]
D=i-infection/x-covidproxy/h-hospitalization/l-longcovid/d-overalldeath/q-overalldeathnovacints
V=!-all variants/O-all Omicrons/E-O+Delta/x-variant x
R=-variants... --not discerned in InfPrior/a all discerned/g general discerned
W=i-intervals uded for variant determination/--not used

overall death es event
All variants as outcomes
Variants not discerned in InfPrior
Not using intervals of dominance
Input ../../data/data_20240527.csv
Number of InfPrior covariates: 10
Number of VaccStatusFull covariates: 10
Number of VaccStatusBoost covariates: 9
Number of VaccStatusSecBoost covariates: 9
Output rinput.csv
Date range 2021-01-01 - 2022-12-31

Only every 5th record.
minage=60 maxage=69
Writing to temporary_full.csv
Importing from input, total 10838282 records.
Processing records from input, excluding inconsistent records:
229189 individuals taken from the UZIS database
Omitting adding CZSO records.
Total 242604 unique records, after errors and censorint: 229189.
Not having particular shot: 0, 0, 0, 0, 0, 

Variants of infection found during study period

variant,infections,outcomes,discerned_in_condition,taken_as_outcome
NA,62708,0,0,1
Delta,5225,0,0,1
BA12,1439,0,0,1
BA45,341,0,0,1
Omicron,3112,0,0,1
Alpha,867,0,0,1
Beta,0,0,0,1
Early,0,0,0,1
2023,0,0,0,1

Untracked variants (joinded into NA)
(empty)
JIN

Mode deathbyother
Age filter: 60-69

infprior,N,events
_uninfected,1975383,4846
inf_NA_001-365,323567,1924
inf_NA_366-426,73275,73
inf_NA_427-487,58373,59
inf_NA_488-548,54965,67
inf_NA_549-609,54287,43
inf_NA_610-670,51142,58
inf_NA_671-731,36112,31
inf_NA_732-792,18962,20
inf_NA_793-853,5709,1
inf_NA_854+,703,1

vaccstatus,N,events
_unvaccinated,287218,3418
partial_001-061,184987,159
full_001-061,195592,250
full_062-122,198169,341
full_123-183,209954,412
boost_001-061,195730,186
boost_062-122,183301,243
boost_123-183,176924,245
boost_184-244,175197,264
boost_245-305,168370,294
boost_306-366,143943,271
boost_367-427,84069,71
secboost_001-061,46054,44
secboost_062-122,31617,34
secboost_123-183,8091,5
full_184-244,135998,265
full_245-305,53408,156
full_306-366,42398,133
full_367-427,38150,100
full_428-488,30990,74
full_489-549,27874,51
full_550+,14729,19
partial_062+,17560,88
boost_428-488,2147,0
boost_489+,8,0

immunity,N,events
_noimmunity,218493,2046
_other,211863,254
full_001-061,167032,215
full_062-122,166079,289
full_123-183,166855,306
boost_001-061,149511,144
boost_062-122,131261,185
boost_123-183,124487,181
boost_184-244,122263,213
boost_245-305,116548,228
boost_306-366,100589,207
boost_367-427,61640,54
secboost_001-061,31993,29
secboost_062-122,23005,23
secboost_123-183,6183,3
inf_001-365,40495,1292
hybridfull_001-061,28205,32
hybridfull_062-122,31026,41
hybridfull_123-183,37593,55
hybridboost_001-061,56062,43
hybridboost_062-122,50480,44
hybridboost_123-183,42647,32
